MCM Name	Smiles String	InChl Identifier	Measurements
 MMALNBCO3 	 O=CC(O)C(C)(ON(=O)=O)C(=O)O[O] 	 InChI=1S/C5H6NO8/c1-5(3(8)2-7,4(9)13-12)14-6(10)11/h2-3,8H,1H3 	
 ETBECCO3 	 [O]OC(=O)COC(C)(C)C 	 InChI=1S/C6H11O4/c1-6(2,3)9-4-5(7)10-8/h4H2,1-3H3 	
 HOCH2COCO2H 	 OCC(=O)C(=O)O 	 InChI=1S/C3H4O4/c4-1-2(5)3(6)7/h4H,1H2,(H,6,7) 	
 C1312CO 	 O=CCCC(=C)C(=O)CC(C)(C)C(=O)CCO 	 InChI=1S/C13H20O4/c1-10(5-4-7-14)11(16)9-13(2,3)12(17)6-8-15/h7,15H,1,4-6,8-9H2,2-3H3 	
 TCEOHO 	 OC(Cl)(Cl)C([O])(Cl)Cl 	 InChI=1S/C2HCl4O2/c3-1(4,7)2(5,6)8/h7H 	
 C143O 	 OCCC(=C)C(=O)CC(C)(C)C([O])CCC(=O)C 	 InChI=1S/C14H23O4/c1-10(7-8-15)12(17)9-14(3,4)13(18)6-5-11(2)16/h13,15H,1,5-9H2,2-4H3 	
 HO14C6 	 OCCCC(O)CC 	 InChI=1S/C6H14O2/c1-2-6(8)4-3-5-7/h6-8H,2-5H2,1H3 	
 C536O2 	 OOCC(C(C=O)(O[O])C)OO 	 InChI=1S/C5H9O7/c1-5(3-6,12-9)4(11-8)2-10-7/h3-4,7-8H,2H2,1H3 	
 C717O 	 O=CCC([O])CC(=O)C(=O)C 	 InChI=1S/C7H9O4/c1-5(9)7(11)4-6(10)2-3-8/h3,6H,2,4H2,1H3 	
 C820OOH 	 OCC(OO)(CC(=O)C(=O)C)C(=O)C 	 InChI=1S/C8H12O6/c1-5(10)7(12)3-8(4-9,14-13)6(2)11/h9,13H,3-4H2,1-2H3 	
 MTNCATCOOH 	 CCC12OOC(C)(C(=C(O)C2(O)OO)N(=O)=O)C1O 	 InChI=1S/C9H13NO9/c1-3-8-6(12)7(2,18-19-8)4(10(14)15)5(11)9(8,13)17-16/h6,11-13,16H,3H2,1-2H3 	
 CY6COCOOOH 	 OOC1CC(=O)CC(=O)C1 	 InChI=1S/C6H8O4/c7-4-1-5(8)3-6(2-4)10-9/h6,9H,1-3H2 	
 C5DIALCO 	 O=CC=CC(=O)C=O 	 InChI=1S/C5H4O3/c6-3-1-2-5(8)4-7/h1-4H 	
 C514OOH 	 O=CCC(OO)CC=O 	 InChI=1S/C5H8O4/c6-3-1-5(9-8)2-4-7/h3-5,8H,1-2H2 	
 LIMAOOH 	 OOC1(C)CCC(CC1O)C(=C)C 	 InChI=1S/C10H18O3/c1-7(2)8-4-5-10(3,13-12)9(11)6-8/h8-9,11-12H,1,4-6H2,2-3H3 	
 C5MEJCO3 	 O=CC(O)C(=O)C(=C(C)C(=O)O[O])CC 	 InChI=1S/C9H11O6/c1-3-6(5(2)9(13)15-14)8(12)7(11)4-10/h4,7,11H,3H2,1-2H3 	
 MEBFUOOH 	 CC1(OO)C(O)C(CC)OC1=O 	 InChI=1S/C7H12O5/c1-3-4-5(8)7(2,12-10)6(9)11-4/h4-5,8,10H,3H2,1-2H3 	
 TBUTCO3 	 [O]OC(=O)C(C)(C)C 	 InChI=1S/C5H9O3/c1-5(2,3)4(6)8-7/h1-3H3 	
 T123NCTOOH 	 OOC1(O)C(=C(N(=O)=O)C2(C)OOC1(C)C2(C)O)O 	 InChI=1S/C9H13NO9/c1-6-4(10(14)15)5(11)9(13,17-16)8(3,19-18-6)7(6,2)12/h11-13,16H,1-3H3 	
 C125O 	 CCCCCCC(=O)C(=O)C([O])C(=O)CC 	 InChI=1S/C12H19O4/c1-3-5-6-7-8-10(14)12(16)11(15)9(13)4-2/h11H,3-8H2,1-2H3 	
 C817O2 	 [O]OCC(CCC(=O)C)C(=O)C 	 InChI=1S/C8H13O4/c1-6(9)3-4-8(5-12-11)7(2)10/h8H,3-5H2,1-2H3 	
 M22C4O 	 [O]CCC(C)(C)C 	 InChI=1S/C6H13O/c1-6(2,3)4-5-7/h4-5H2,1-3H3 	
 BOXPROLAO2 	 CCCC(O[O])OCC(C)O 	 InChI=1S/C7H15O4/c1-3-4-7(11-9)10-5-6(2)8/h6-8H,3-5H2,1-2H3 	
 MPRNO3CO3H 	 OOC(=O)C(C)(C)ON(=O)=O 	 InChI=1S/C4H7NO6/c1-4(2,3(6)10-9)11-5(7)8/h9H,1-2H3 	
 C515OOH 	 OOCC(=O)C(=O)CC=O 	 InChI=1S/C5H6O5/c6-2-1-4(7)5(8)3-10-9/h2,9H,1,3H2 	
 HOIPRGLYOX 	 CC(CO)C(=O)C=O 	 InChI=1S/C5H8O3/c1-4(2-6)5(8)3-7/h3-4,6H,2H2,1H3 	
 PTNNCATCO 	 CCC12OOC(N(=O)=O)(C(=C(O)C2([O])O)C)C1ON(=O)=O 	 InChI=1S/C9H11N2O10/c1-3-7-6(19-11(17)18)8(10(15)16,21-20-7)4(2)5(12)9(7,13)14/h6,12-13H,3H2,1-2H3 	
 C520O 	 OCC([O])(C=O)C(=O)C 	 InChI=1S/C5H7O4/c1-4(8)5(9,2-6)3-7/h2,7H,3H2,1H3 	
 C6MOHCOCO3 	 CC(=CC(=O)O[O])C(=O)C(O)C(=O)C 	 InChI=1S/C8H9O6/c1-4(3-6(10)14-13)7(11)8(12)5(2)9/h3,8,12H,1-2H3 	
 IPRCO3 	 [O]OC(=O)C(C)C 	 InChI=1S/C4H7O3/c1-3(2)4(5)7-6/h3H,1-2H3 	
 DNT123BOL 	 Cc1c(C)c(N(=O)=O)c(N(=O)=O)c(O)c1C 	 InChI=1S/C9H10N2O5/c1-4-5(2)7(10(13)14)8(11(15)16)9(12)6(4)3/h12H,1-3H3 	
 C928OOH 	 OOCC(C)(C)C(=O)CCC(=O)C 	 InChI=1S/C9H16O4/c1-7(10)4-5-8(11)9(2,3)6-13-12/h12H,4-6H2,1-3H3 	
 C615OOH 	 OOC(C=O)C(C)(C)C=O 	 InChI=1S/C6H10O4/c1-6(2,4-8)5(3-7)10-9/h3-5,9H,1-2H3 	
 MTBEAALCO3 	 O=COC(C)(C)C(=O)O[O] 	 InChI=1S/C5H7O5/c1-5(2,9-3-6)4(7)10-8/h3H,1-2H3 	
 C920O 	 OCC(=O)C1CC(C[O])C1(C)C 	 InChI=1S/C9H15O3/c1-9(2)6(4-10)3-7(9)8(12)5-11/h6-7,11H,3-5H2,1-2H3 	
 C517O 	 [O]CC(CO)C(=O)C 	 InChI=1S/C5H9O3/c1-4(8)5(2-6)3-7/h5-6H,2-3H2,1H3 	
 NBCALO 	 O=CCCC([O])(CO[N+](=O)[O-])C1CC(C)(C)C1CCC(=O)C 	 InChI=1S/C15H24NO6/c1-11(18)5-6-12-13(9-14(12,2)3)15(19,7-4-8-17)10-22-16(20)21/h8,12-13H,4-7,9-10H2,1-3H3 	
 BCALAOOH 	 O=CCCC(=C)C1CC(C)(C)C1CC(OO)C(=O)C 	 InChI=1S/C15H24O4/c1-10(6-5-7-16)12-9-15(3,4)13(12)8-14(19-18)11(2)17/h7,12-14,18H,1,5-6,8-9H2,2-4H3 	
 MACRNPAN 	 OCC(C)(ON(=O)=O)C(=O)OON(=O)=O 	 InChI=1S/C4H6N2O9/c1-4(2-7,14-5(9)10)3(8)13-15-6(11)12/h7H,2H2,1H3 	
 HO3C4CO3H 	 CCC(O)CC(=O)OO 	 InChI=1S/C5H10O4/c1-2-4(6)3-5(7)9-8/h4,6,8H,2-3H2,1H3 	
 EPXEALKT 	 CCC1(C=O)OC1C(=O)C 	 InChI=1S/C7H10O3/c1-3-7(4-8)6(10-7)5(2)9/h4,6H,3H2,1-2H3 	
 C88CO3H 	 OOC(=O)C1C(=O)CCC(=O)C1(C)C 	 InChI=1S/C9H12O5/c1-9(2)6(11)4-3-5(10)7(9)8(12)14-13/h7,13H,3-4H2,1-2H3 	
 HM33C3CO3H 	 OCCC(C)(C)C(=O)OO 	 InChI=1S/C6H12O4/c1-6(2,3-4-7)5(8)10-9/h7,9H,3-4H2,1-2H3 	
 C817OH 	 OCC(CCC(=O)C)C(=O)C 	 InChI=1S/C8H14O3/c1-6(10)3-4-8(5-9)7(2)11/h8-9H,3-5H2,1-2H3 	
 C42NO33O2 	 [O]OC(C)C(C)ON(=O)=O 	 InChI=1S/C4H8NO5/c1-3(4(2)10-8)9-5(6)7/h3-4H,1-2H3 	
 C126O2 	 [O]OCCC(=C)C1CC(C)(C)C1CC=O 	 InChI=1S/C12H19O3/c1-9(5-7-15-14)10-8-12(2,3)11(10)4-6-13/h6,10-11H,1,4-5,7-8H2,2-3H3 	
 TBUACET 	 CC(=O)OC(C)(C)C 	 InChI=1S/C6H12O2/c1-5(7)8-6(2,3)4/h1-4H3 	
 NOETLQOOH 	 CCC1=C(C)C(=O)C(OO)C(ON(=O)=O)C1=O 	 InChI=1S/C9H11NO7/c1-3-5-4(2)6(11)9(17-15)8(7(5)12)16-10(13)14/h8-9,15H,3H2,1-2H3 	
 C617CO3 	 [O]OC(=O)CC(=O)C(C)(C)C=O 	 InChI=1S/C7H9O5/c1-7(2,4-8)5(9)3-6(10)12-11/h4H,3H2,1-2H3 	
 C143O2 	 OCCC(=C)C(=O)CC(C)(C)C(O[O])CCC(=O)C 	 InChI=1S/C14H23O5/c1-10(7-8-15)12(17)9-14(3,4)13(19-18)6-5-11(2)16/h13,15H,1,5-9H2,2-4H3 	
 OETCATECH 	 CCc1c(C)ccc(O)c1O 	 InChI=1S/C9H12O2/c1-3-7-6(2)4-5-8(10)9(7)11/h4-5,10-11H,3H2,1-2H3 	
 MNNCATECO2 	 [O]OC1(O)C(=C(N(=O)=O)C2OOC1(C)C2ON(=O)=O)O 	 InChI=1S/C7H7N2O11/c1-6-5(17-9(14)15)3(18-20-6)2(8(12)13)4(10)7(6,11)19-16/h3,5,10-11H,1H3 	
 C6MOHCOPAN 	 O=N(=O)OOC(=O)C=C(C)C(=O)C(O)C(=O)C 	 InChI=1S/C8H9NO8/c1-4(7(12)8(13)5(2)10)3-6(11)16-17-9(14)15/h3,8,13H,1-2H3 	
 IBUTOLCNO3 	 OCC(C)CON(=O)=O 	 InChI=1S/C4H9NO4/c1-4(2-6)3-9-5(7)8/h4,6H,2-3H2,1H3 	
 C146CO 	 O=CCC(=O)C(=O)C1CC(C)(C)C1CCC(=O)C 	 InChI=1S/C14H20O4/c1-9(16)4-5-11-10(8-14(11,2)3)13(18)12(17)6-7-15/h7,10-11H,4-6,8H2,1-3H3 	
 ETHGLY 	 OCCO 	 InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2 	
 HO3C6NO3 	 CCC(O)CCCON(=O)=O 	 InChI=1S/C6H13NO4/c1-2-6(8)4-3-5-11-7(9)10/h6,8H,2-5H2,1H3 	
 C1014OH 	 O=CCC(C)(C)C(O)CCC(=O)OC 	 InChI=1S/C10H18O4/c1-10(2,6-7-11)8(12)4-5-9(13)14-3/h7-8,12H,4-6H2,1-3H3 	
 NC9H20 	 CCCCCCCCC 	 InChI=1S/C9H20/c1-3-5-7-9-8-6-4-2/h3-9H2,1-2H3 	
 M23C4NO3 	 O=N(=O)OCC(C)C(C)C 	 InChI=1S/C6H13NO3/c1-5(2)6(3)4-10-7(8)9/h5-6H,4H2,1-3H3 	
 C67O2 	 O=CCC(O[O])C(C)(C)O 	 InChI=1S/C6H11O4/c1-6(2,8)5(10-9)3-4-7/h4-5,8H,3H2,1-2H3 	
 HMVKBCO3H 	 OCC(C(=O)C)C(=O)OO 	 InChI=1S/C5H8O5/c1-3(7)4(2-6)5(8)10-9/h4,6,9H,2H2,1H3 	
 MMCFO 	 [O]COC(=O)OC=O 	 InChI=1S/C3H3O5/c4-1-7-3(6)8-2-5/h1H,2H2 	
 C143OH 	 OCCC(=C)C(=O)CC(C)(C)C(O)CCC(=O)C 	 InChI=1S/C14H24O4/c1-10(7-8-15)12(17)9-14(3,4)13(18)6-5-11(2)16/h13,15,18H,1,5-9H2,2-4H3 	
 NIPBNZ1O2 	 [O]Oc1c(cccc1N(=O)=O)C(C)C 	 InChI=1S/C9H10NO4/c1-6(2)7-4-3-5-8(10(11)12)9(7)14-13/h3-6H,1-2H3 	
 NSTYRENOOH 	 OOC(CON(=O)=O)c1ccccc1 	 InChI=1S/C8H9NO5/c10-9(11)13-6-8(14-12)7-4-2-1-3-5-7/h1-5,8,12H,6H2 	
 C817PAN 	 CC(=O)CCC(CC(=O)OO[N+](=O)[O-])C(=O)C 	 InChI=1S/C9H13NO7/c1-6(11)3-4-8(7(2)12)5-9(13)16-17-10(14)15/h8H,3-5H2,1-2H3 	
 HO1CO3C4O 	 OCCC(=O)C[O] 	 InChI=1S/C4H7O3/c5-2-1-4(7)3-6/h5H,1-3H2 	
 C521OOH 	 OCCC(=O)C(=O)COO 	 InChI=1S/C5H8O5/c6-2-1-4(7)5(8)3-10-9/h6,9H,1-3H2 	
 NC826O2 	 O=CCC(CC=O)C(C)(O[O])CO[N+](=O)[O-] 	 InChI=1S/C8H12NO7/c1-8(16-14,6-15-9(12)13)7(2-4-10)3-5-11/h4-5,7H,2-3,6H2,1H3 	
 C126OO 	 O=CCCC(=[O+][O-])C1CC(C)(C)C1CC=O 	 InChI=1S/C12H18O4/c1-12(2)8-9(10(12)5-7-14)11(16-15)4-3-6-13/h6-7,9-10H,3-5,8H2,1-2H3 	
 C141PAN 	 CC(=O)CCC1C(CC1(C)C)C(=C)CCC(=O)OO[N+](=O)[O-] 	 InChI=1S/C15H23NO6/c1-10(5-8-14(18)21-22-16(19)20)12-9-15(3,4)13(12)7-6-11(2)17/h12-13H,1,5-9H2,2-4H3 	
 CHOC3COPAN 	 O=CCC(=O)CC(=O)OON(=O)=O 	 InChI=1S/C5H5NO7/c7-2-1-4(8)3-5(9)12-13-6(10)11/h2H,1,3H2 	
 CO3C4NO3O2 	 [O]OC(C)C(=O)CON(=O)=O 	 InChI=1S/C4H6NO6/c1-3(11-9)4(6)2-10-5(7)8/h3H,2H2,1H3 	
 CISOPA 	 C/C(=C/[CH2])/CO 	 InChI=1S/C5H9O/c1-3-5(2)4-6/h3,6H,1,4H2,2H3 	
 CISOPC 	 OC/C=C(\[CH2])/C 	 InChI=1S/C5H9O/c1-5(2)3-4-6/h3,6H,1,4H2,2H3 	
 IBUTOLCO2 	 [O]OCC(C)CO 	 InChI=1S/C4H9O3/c1-4(2-5)3-7-6/h4-5H,2-3H2,1H3 	
 DMSO2OH 	 OCS(=O)(=O)C 	 InChI=1S/C2H6O3S/c1-6(4,5)2-3/h3H,2H2,1H3 	
 NAOOA 	 [O-][O+]=CCCON(=O)=O 	 InChI=1S/C3H5NO5/c5-4(6)8-2-1-3-9-7/h3H,1-2H2 	
 C629O2 	 OCCC(O[O])(C=O)C(=O)C 	 InChI=1S/C6H9O5/c1-5(9)6(4-8,11-10)2-3-7/h4,7H,2-3H2,1H3 	
 IPRACBOH 	 CC(CO)OC(=O)C 	 InChI=1S/C5H10O3/c1-4(3-6)8-5(2)7/h4,6H,3H2,1-2H3 	
 HEX3ONBO 	 CCC(=O)C([O])CC 	 InChI=1S/C6H11O2/c1-3-5(7)6(8)4-2/h5H,3-4H2,1-2H3 	
 PBZBIPERO2 	 CCCC12OOC(C(O[O])C=C1)C2O 	 InChI=1S/C9H13O5/c1-2-4-9-5-3-6(12-11)7(8(9)10)13-14-9/h3,5-8,10H,2,4H2,1H3 	
 C147CO 	 CC(=O)CCC1C(CC1(C)C)C(=O)C(=O)CC(=O)O 	 InChI=1S/C14H20O5/c1-8(15)4-5-10-9(7-14(10,2)3)13(19)11(16)6-12(17)18/h9-10H,4-7H2,1-3H3,(H,17,18) 	
 EMPHCOMO2 	 [O]OCC(=O)c1cc(C)cc(CC)c1 	 InChI=1S/C11H13O3/c1-3-9-4-8(2)5-10(6-9)11(12)7-14-13/h4-6H,3,7H2,1-2H3 	
 C616O 	 O=CCCC(=O)C([O])C=O 	 InChI=1S/C6H7O4/c7-3-1-2-5(9)6(10)4-8/h3-4,6H,1-2H2 	
 CH2CHCH2O 	 [O]CC=C 	 InChI=1S/C3H5O/c1-2-3-4/h2H,1,3H2 	
 EMPHCOMOH 	 OCC(=O)c1cc(CC)cc(C)c1 	 InChI=1S/C11H14O2/c1-3-9-4-8(2)5-10(6-9)11(13)7-12/h4-6,12H,3,7H2,1-2H3 	
 C136PAN 	 O=CCCC(=C)C1CC(C)(C)C1CCC(=O)OO[N+](=O)[O-] 	 InChI=1S/C14H21NO6/c1-10(5-4-8-16)11-9-14(2,3)12(11)6-7-13(17)20-21-15(18)19/h8,11-12H,1,4-7,9H2,2-3H3 	
 IPRACBO2 	 CC(CO[O])OC(=O)C 	 InChI=1S/C5H9O4/c1-4(3-8-7)9-5(2)6/h4H,3H2,1-2H3 	
 C611OOH 	 OOC(C)(C(=O)C)C(=O)C 	 InChI=1S/C6H10O4/c1-4(7)6(3,10-9)5(2)8/h9H,1-3H3 	
 DMSO2O2 	 [O]OCS(=O)(=O)C 	 InChI=1S/C2H5O4S/c1-7(4,5)2-6-3/h2H2,1H3 	
 C629OH 	 OCCC(O)(C=O)C(=O)C 	 InChI=1S/C6H10O4/c1-5(9)6(10,4-8)2-3-7/h4,7,10H,2-3H2,1H3 	
 NC3H7O 	 CCC[O] 	 InChI=1S/C3H7O/c1-2-3-4/h2-3H2,1H3 	
 BENZENE 	 c1ccccc1 	 InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H 	
 EMPHCO3H 	 OOC(=O)c1cc(CC)cc(C)c1 	 InChI=1S/C10H12O3/c1-3-8-4-7(2)5-9(6-8)10(11)13-12/h4-6,12H,3H2,1-2H3 	
 CO3C4NO3OH 	 O=N(=O)OCC(=O)C(C)O 	 InChI=1S/C4H7NO5/c1-3(6)4(7)2-10-5(8)9/h3,6H,2H2,1H3 	
 CH2CHCH2OOH 	 OOCC=C 	 InChI=1S/C3H6O2/c1-2-3-5-4/h2,4H,1,3H2 	
 MACROOA 	 [O-][O+]=CC(=C)C 	 InChI=1S/C4H6O2/c1-4(2)3-6-5/h3H,1H2,2H3 	
 CONM2CHO 	 O=CC(C)(C=O)ON(=O)=O 	 InChI=1S/C4H5NO5/c1-4(2-6,3-7)10-5(8)9/h2-3H,1H3 	
 HEPTOOH 	 CCCCC(CC)OO 	 InChI=1S/C7H16O2/c1-3-5-6-7(4-2)9-8/h7-8H,3-6H2,1-2H3 	
 ETOMEO2 	 CCOCO[O] 	 InChI=1S/C3H7O3/c1-2-5-3-6-4/h2-3H2,1H3 	
 CL12PRBOOH 	 CC(Cl)(CCl)OO 	 InChI=1S/C3H6Cl2O2/c1-3(5,2-4)7-6/h6H,2H2,1H3 	
 BOXPRONOH 	 CCCC(O)OCC(=O)C 	 InChI=1S/C7H14O3/c1-3-4-7(9)10-5-6(2)8/h7,9H,3-5H2,1-2H3 	
 C109O2 	 [O]OCC(=O)C1CC(CC=O)C1(C)C 	 InChI=1S/C10H15O4/c1-10(2)7(3-4-11)5-8(10)9(12)6-14-13/h4,7-8H,3,5-6H2,1-2H3 	
 TBUTOLOOH 	 OOCC(C)(C)O 	 InChI=1S/C4H10O3/c1-4(2,5)3-7-6/h5-6H,3H2,1-2H3 	
 H2M5C65O2 	 [O]OC(C)(C)CCC(C)O 	 InChI=1S/C7H15O3/c1-6(8)4-5-7(2,3)10-9/h6,8H,4-5H2,1-3H3 	
 C626O2 	 [O]OCC(CC=O)C(=O)C 	 InChI=1S/C6H9O4/c1-5(8)6(2-3-7)4-10-9/h3,6H,2,4H2,1H3 	
 C126CO2H 	 O=CCC1C(CC1(C)C)C(=C)CCC(=O)O 	 InChI=1S/C13H20O3/c1-9(4-5-12(15)16)10-8-13(2,3)11(10)6-7-14/h7,10-11H,1,4-6,8H2,2-3H3,(H,15,16) 	
 PBZQONE 	 O=C1C=CC(=O)C=C1 	 InChI=1S/C6H4O2/c7-5-1-2-6(8)4-3-5/h1-4H 	
 C5M2OHCO3H 	 O=CC(O)C(=O)C(=C(C)C(=O)OO)C 	 InChI=1S/C8H10O6/c1-4(5(2)8(12)14-13)7(11)6(10)3-9/h3,6,10,13H,1-2H3 	
 EBZMUCPAN 	 CCC(=O)C=CC1OC1C(=O)OON(=O)=O 	 InChI=1S/C8H9NO7/c1-2-5(10)3-4-6-7(14-6)8(11)15-16-9(12)13/h3-4,6-7H,2H2,1H3 	
 BUFORMOOH 	 CCCC(OO)OC=O 	 InChI=1S/C5H10O4/c1-2-3-5(9-7)8-4-6/h4-5,7H,2-3H2,1H3 	
 PERPENACID 	 CCCCC(=O)OO 	 InChI=1S/C5H10O3/c1-2-3-4-5(6)8-7/h7H,2-4H2,1H3 	
 ACETCOC3H7 	 CCCC(=O)OC(=O)C 	 InChI=1S/C6H10O3/c1-3-4-6(8)9-5(2)7/h3-4H2,1-2H3 	
 BENZAL 	 O=Cc1ccccc1 	 InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H 	
 C51OH2OOH 	 CCCC(CO)OO 	 InChI=1S/C5H12O3/c1-2-3-5(4-6)8-7/h5-7H,2-4H2,1H3 	
 ISOPCNO3 	 OCC=C(C)CON(=O)=O 	 InChI=1S/C5H9NO4/c1-5(2-3-7)4-10-6(8)9/h2,7H,3-4H2,1H3 	
 C109OH 	 O=CCC1CC(C(=O)CO)C1(C)C 	 InChI=1S/C10H16O3/c1-10(2)7(3-4-11)5-8(10)9(13)6-12/h4,7-8,12H,3,5-6H2,1-2H3 	
 DHPMPAL 	 OOCC(C=O)(OO)C 	 InChI=1S/C4H8O5/c1-4(2-5,9-7)3-8-6/h2,6-7H,3H2,1H3 	
 C44O2 	 O=CCC(O[O])C(=O)O 	 InChI=1S/C4H5O5/c5-2-1-3(9-8)4(6)7/h2-3H,1H2,(H,6,7) 	
 M3CO25C6 	 CC(=O)CC(C)C(=O)C 	 InChI=1S/C7H12O2/c1-5(7(3)9)4-6(2)8/h5H,4H2,1-3H3 	
 DHPMEK 	 OOCC(C(=O)C)OO 	 InChI=1S/C4H8O5/c1-3(5)4(9-7)2-8-6/h4,6-7H,2H2,1H3 	
 C135OOH 	 OCC(OO)C(=O)C(=O)C(=O)C(C)(C)C(=O)CCC(=O)C 	 InChI=1S/C13H18O8/c1-7(15)4-5-9(16)13(2,3)12(19)11(18)10(17)8(6-14)21-20/h8,14,20H,4-6H2,1-3H3 	
 C735OH 	 O=CCC(O)(CC=O)C(=O)C 	 InChI=1S/C7H10O4/c1-6(10)7(11,2-4-8)3-5-9/h4-5,11H,2-3H2,1H3 	
 INB1OOH 	 OCC(OO)C(C)(CO)ON(=O)=O 	 InChI=1S/C5H11NO7/c1-5(3-8,13-6(9)10)4(2-7)12-11/h4,7-8,11H,2-3H2,1H3 	
 DETLMUO2H 	 CCC(=O)C=C(C)C1OC1(CC)C(=O)O 	 InChI=1S/C11H16O4/c1-4-8(12)6-7(3)9-11(5-2,15-9)10(13)14/h6,9H,4-5H2,1-3H3,(H,13,14) 	
 H2MC5O2 	 [O]OCCC(C)C(C)O 	 InChI=1S/C6H13O3/c1-5(6(2)7)3-4-9-8/h5-7H,3-4H2,1-2H3 	
 TLEMUCCO 	 O=CC1OC1C(O)C(=O)C(=O)C 	 InChI=1S/C7H8O5/c1-3(9)5(10)6(11)7-4(2-8)12-7/h2,4,6-7,11H,1H3 	
 ETHACETO 	 CC([O])OC(=O)C 	 InChI=1S/C4H7O3/c1-3(5)7-4(2)6/h3H,1-2H3 	
 C811CO3 	 [O]OC(=O)CC1CC(C(=O)O)C1(C)C 	 InChI=1S/C9H13O5/c1-9(2)5(4-7(10)14-13)3-6(9)8(11)12/h5-6H,3-4H2,1-2H3,(H,11,12) 	
 NBUACETCO 	 CCCC([O])OC(=O)C 	 InChI=1S/C6H11O3/c1-3-4-6(8)9-5(2)7/h6H,3-4H2,1-2H3 	
 C98OH 	 OCC(CC(=O)C(=O)C)C(C)(C)O 	 InChI=1S/C9H16O4/c1-6(11)8(12)4-7(5-10)9(2,3)13/h7,10,13H,4-5H2,1-3H3 	
 C828OOH 	 OOC(C)(C)C(=O)C(=O)CC(=O)C 	 InChI=1S/C8H12O5/c1-5(9)4-6(10)7(11)8(2,3)13-12/h12H,4H2,1-3H3 	
 HO1CO4C6 	 OCCCC(=O)CC 	 InChI=1S/C6H12O2/c1-2-6(8)4-3-5-7/h7H,2-5H2,1H3 	
 IPROC21OH 	 CC(C)OC(C)O 	 InChI=1S/C5H12O2/c1-4(2)7-5(3)6/h4-6H,1-3H3 	
 C1211CO 	 O=CCC(=O)C1CC(C)(C)C1CCC(=O)O 	 InChI=1S/C12H18O4/c1-12(2)7-8(10(14)5-6-13)9(12)3-4-11(15)16/h6,8-9H,3-5,7H2,1-2H3,(H,15,16) 	
 C513OOH 	 OCCC(=O)C(OO)C=O 	 InChI=1S/C5H8O5/c6-2-1-4(8)5(3-7)10-9/h3,5-6,9H,1-2H2 	
 IPROC21O2 	 [O]OC(C)OC(C)C 	 InChI=1S/C5H11O3/c1-4(2)7-5(3)8-6/h4-5H,1-3H3 	
 MMALNBCO3H 	 O=CC(O)C(C)(ON(=O)=O)C(=O)OO 	 InChI=1S/C5H7NO8/c1-5(3(8)2-7,4(9)13-12)14-6(10)11/h2-3,8,12H,1H3 	
 SBUACBOOH 	 CC(OC(=O)C)C(C)OO 	 InChI=1S/C6H12O4/c1-4(5(2)10-8)9-6(3)7/h4-5,8H,1-3H3 	
 C520OOA 	 [O-][O+]=C(C)C(CO)C=O 	 InChI=1S/C5H8O4/c1-4(9-8)5(2-6)3-7/h2,5,7H,3H2,1H3 	
 DNPXYOLO2 	 [O]OC1(O)C(=C(C)C2(OOC1(C)C2O)N(=O)=O)N(=O)=O 	 InChI=1S/C8H9N2O10/c1-3-4(9(13)14)8(12,18-17)6(2)5(11)7(3,10(15)16)20-19-6/h5,11-12H,1-2H3 	
 C98O2 	 OCC(CC(=O)C(=O)C)C(C)(C)O[O] 	 InChI=1S/C9H15O5/c1-6(11)8(12)4-7(5-10)9(2,3)14-13/h7,10H,4-5H2,1-3H3 	
 INCNO3 	 OCC(ON(=O)=O)C(C)(O)CON(=O)=O 	 InChI=1S/C5H10N2O8/c1-5(9,3-14-6(10)11)4(2-8)15-7(12)13/h4,8-9H,2-3H2,1H3 	
 NC102O 	 O=C1CC(=O)C(C)(ON(=O)=O)C(C1)C(C)(C)[O] 	 InChI=1S/C10H14NO6/c1-9(2,14)7-4-6(12)5-8(13)10(7,3)17-11(15)16/h7H,4-5H2,1-3H3 	
 C93O 	 CCCC(O)C([O])CC(=O)CC 	 InChI=1S/C9H17O3/c1-3-5-8(11)9(12)6-7(10)4-2/h8-9,11H,3-6H2,1-2H3 	
 H13M3C5OOH 	 OCCC(C)(O)C(C)OO 	 InChI=1S/C6H14O4/c1-5(10-9)6(2,8)3-4-7/h5,7-9H,3-4H2,1-2H3 	
 PRONOCOPO 	 CC([O])CC(=O)OCC(=O)C 	 InChI=1S/C7H11O4/c1-5(8)3-7(10)11-4-6(2)9/h5H,3-4H2,1-2H3 	
 C32OH13CO 	 O=CC(O)C=O 	 InChI=1S/C3H4O3/c4-1-3(6)2-5/h1-3,6H 	
 C735O2 	 O=CCC(O[O])(CC=O)C(=O)C 	 InChI=1S/C7H9O5/c1-6(10)7(12-11,2-4-8)3-5-9/h4-5H,2-3H2,1H3 	
 BOX2OHBOOH 	 CCCCOC(CO)OO 	 InChI=1S/C6H14O4/c1-2-3-4-9-6(5-7)10-8/h6-8H,2-5H2,1H3 	
